others,joy,sadness,anger,surprise,disgust,fear,Tag
0.3627590835094452,0.003324799705296755,0.008810246363282204,0.013223621994256973,0.0027062585577368736,0.6051958203315735,0.003980137407779694,Originals
0.95546954870224,0.005049010738730431,0.0031250726897269487,0.0021912732627242804,0.0015678891213610768,0.02952006086707115,0.003077208064496517,Originals
0.9434432983398438,0.04589397460222244,0.0034148008562624454,0.0007133717881515622,0.002279477659612894,0.002136934082955122,0.00211814371868968,Originals
0.9689732789993286,0.00993717648088932,0.0007192688062787056,0.006109940819442272,0.0035160514526069164,0.008256271481513977,0.0024881470017135143,Originals
0.2621649503707886,0.02431056834757328,0.6962156295776367,0.0031184887047857046,0.0036859512329101562,0.007278189994394779,0.0032262327149510384,Originals
0.9045112133026123,0.005288432352244854,0.0014183424646034837,0.002626558765769005,0.00404944084584713,0.07778716832399368,0.004318857565522194,Originals
0.771575391292572,0.015005620196461678,0.002849189331755042,0.00479457713663578,0.05665920674800873,0.010136645287275314,0.13897931575775146,Originals
0.6290361285209656,0.2828604280948639,0.006866574753075838,0.0013319862773641944,0.0616556853055954,0.0017022599931806326,0.016546953469514847,Originals
0.3627590835094452,0.003324799705296755,0.008810246363282204,0.013223621994256973,0.0027062585577368736,0.6051958203315735,0.003980137407779694,Originals
0.39205676317214966,0.00571550615131855,0.3049086332321167,0.006799978669732809,0.00420870678499341,0.2745090425014496,0.01180137600749731,Originals
0.9564633369445801,0.01001152116805315,0.0017048971494659781,0.0011978171532973647,0.006413409952074289,0.003531227819621563,0.02067801170051098,Originals
0.9184309840202332,0.06291203945875168,0.0009170484263449907,0.0011554004158824682,0.013079890981316566,0.0015758405206725001,0.0019287669565528631,Originals
0.6290361285209656,0.2828604280948639,0.006866574753075838,0.0013319862773641944,0.0616556853055954,0.0017022599931806326,0.016546953469514847,Originals
0.9725915789604187,0.017781369388103485,0.00195318553596735,0.000994995585642755,0.002196540590375662,0.0023307015653699636,0.002151789143681526,Originals
0.39205676317214966,0.00571550615131855,0.3049086332321167,0.006799978669732809,0.00420870678499341,0.2745090425014496,0.01180137600749731,Originals
0.9766636490821838,0.013056023046374321,0.0018616137094795704,0.0012122666230425239,0.0014257350703701377,0.003599409246817231,0.0021813956554979086,Originals
0.9589861035346985,0.0216823760420084,0.006394335068762302,0.0007583682890981436,0.006287786643952131,0.0021209819242358208,0.0037699653767049313,Originals
0.31131893396377563,0.0031005211640149355,0.006787620950490236,0.013491098769009113,0.0026089975144714117,0.6588054895401001,0.00388725264929235,Originals
0.7842003703117371,0.006855275947600603,0.005471708718687296,0.0029437958728522062,0.00271554640494287,0.1931847780942917,0.004628516733646393,Originals
0.9735310077667236,0.012991762720048428,0.00263018487021327,0.0007540422375313938,0.003881014185026288,0.002471150364726782,0.0037410245276987553,Originals
0.9757541418075562,0.007992721162736416,0.0008236109861172736,0.0015308690490201116,0.001962686190381646,0.009754628874361515,0.002181314630433917,Originals
0.9724439978599548,0.01067302841693163,0.0061418889090418816,0.0014514175709336996,0.00217211595736444,0.0049619548954069614,0.0021557253785431385,Originals
0.9753792881965637,0.00934800785034895,0.0032515849452465773,0.0009309432352893054,0.0014989033807069063,0.0061098006553947926,0.0034815899562090635,Originals
0.7186839580535889,0.004395388998091221,0.006561329122632742,0.007183799985796213,0.0019118726486340165,0.25427737832069397,0.00698619382455945,Originals
0.39205676317214966,0.00571550615131855,0.3049086332321167,0.006799978669732809,0.00420870678499341,0.2745090425014496,0.01180137600749731,Originals
0.9675584435462952,0.014259249903261662,0.0009783899877220392,0.006257126573473215,0.0024348145816475153,0.006536776665598154,0.001975111663341522,Originals
0.5974847674369812,0.007562277372926474,0.3430255651473999,0.004665808752179146,0.0039495076052844524,0.035717617720365524,0.007594428025186062,Originals
0.176975280046463,0.04407128319144249,0.7652475833892822,0.0026669444050639868,0.0032509996090084314,0.004035125486552715,0.0037527629174292088,Originals
0.23318956792354584,0.009551329538226128,0.0023463910911232233,0.6956750154495239,0.0035856033209711313,0.05172021687030792,0.003931928426027298,Originals
0.977948784828186,0.010769101791083813,0.0019746122416108847,0.0008387885172851384,0.0019517774926498532,0.004160277079790831,0.0023565259762108326,Originals
0.6262655854225159,0.35429009795188904,0.0008208982180804014,0.0018859233241528273,0.010756900534033775,0.001746718306094408,0.004233779851347208,Originals
0.02447609417140484,0.0035807511303573847,0.9628297686576843,0.0013656773371621966,0.0017983232391998172,0.003255002899095416,0.0026944472920149565,Originals
0.5657065510749817,0.05136363208293915,0.3646087944507599,0.0037594959139823914,0.004044061526656151,0.005698150489479303,0.004819289315491915,Originals
0.9696363210678101,0.01146936509758234,0.0013368957443162799,0.000749667058698833,0.009231001138687134,0.00302382605150342,0.004552844446152449,Originals
0.9798065423965454,0.007418918889015913,0.0017152938526123762,0.001064106123521924,0.0021135853603482246,0.005142648704349995,0.0027389884926378727,Originals
0.8607509136199951,0.005148505792021751,0.06006958708167076,0.0027942676097154617,0.004225592594593763,0.06040994077920914,0.006601270753890276,Originals
0.9487147331237793,0.017544742673635483,0.0016279969131574035,0.0008562732255086303,0.015910740941762924,0.0023849932476878166,0.012960580177605152,Originals
0.9674856066703796,0.02291802316904068,0.0019076328026130795,0.0012398655526340008,0.002683964790776372,0.002288435585796833,0.001476592617109418,Originals
0.8327814936637878,0.006550732534378767,0.10991831868886948,0.0033212099224328995,0.00584748387336731,0.011771051213145256,0.02980954386293888,Originals
0.9675584435462952,0.014259249903261662,0.0009783899877220392,0.006257126573473215,0.0024348145816475153,0.006536776665598154,0.001975111663341522,Originals
0.9624068737030029,0.02828996628522873,0.0017883836990222335,0.0017517029773443937,0.0015664487145841122,0.002900076098740101,0.0012964853085577488,Originals
0.9250455498695374,0.012918229214847088,0.0012609114637598395,0.0029850483406335115,0.029688864946365356,0.010050332173705101,0.018051069229841232,Originals
0.9796476364135742,0.008678223937749863,0.0023632145021110773,0.001129463198594749,0.0017771755810827017,0.004336985293775797,0.0020673421677201986,Originals
0.9674856066703796,0.02291802316904068,0.0019076328026130795,0.0012398655526340008,0.002683964790776372,0.002288435585796833,0.001476592617109418,Originals
0.971554696559906,0.015063440427184105,0.0010246841702610254,0.0021900825668126345,0.0029454908799380064,0.00538250058889389,0.0018390383338555694,Originals
0.9731983542442322,0.015190396457910538,0.0007945255492813885,0.00101599027402699,0.004257012624293566,0.003954727202653885,0.0015889434143900871,Originals
0.39205676317214966,0.00571550615131855,0.3049086332321167,0.006799978669732809,0.00420870678499341,0.2745090425014496,0.01180137600749731,Originals
0.39205676317214966,0.00571550615131855,0.3049086332321167,0.006799978669732809,0.00420870678499341,0.2745090425014496,0.01180137600749731,Originals
0.8572940826416016,0.0051294234581291676,0.002602861262857914,0.018229151144623756,0.0026552046183496714,0.1121264323592186,0.001962898066267371,Originals
0.016119973734021187,0.0010828018421307206,0.007441860623657703,0.005128863733261824,0.002050344366580248,0.9660462141036987,0.0021299095824360847,Originals
0.3790665566921234,0.6101845502853394,0.0012249741703271866,0.0019790474325418472,0.003433320904150605,0.002262159250676632,0.0018494132673367858,Originals
0.6262655854225159,0.35429009795188904,0.0008208982180804014,0.0018859233241528273,0.010756900534033775,0.001746718306094408,0.004233779851347208,Originals
0.3437137305736542,0.004367093555629253,0.003093806328251958,0.03103076107800007,0.0018759963568300009,0.6121853590011597,0.0037331883795559406,Originals
0.4440075159072876,0.0069827307015657425,0.4697299301624298,0.0037593930028378963,0.0044611189514398575,0.05887198820710182,0.012187379412353039,Originals
0.9768521189689636,0.010122130624949932,0.002290822798386216,0.0009919079020619392,0.002974234288558364,0.002497469773516059,0.004271302837878466,Originals
0.91788250207901,0.031699251383543015,0.000612672243732959,0.007236575707793236,0.035317763686180115,0.0037306533195078373,0.0035206202883273363,Originals
0.977948784828186,0.010769101791083813,0.0019746122416108847,0.0008387885172851384,0.0019517774926498532,0.004160277079790831,0.0023565259762108326,Originals
0.5974847674369812,0.007562277372926474,0.3430255651473999,0.004665808752179146,0.0039495076052844524,0.035717617720365524,0.007594428025186062,Originals
0.9135910868644714,0.014024302363395691,0.0014053849736228585,0.0032422032672911882,0.03600394353270531,0.010124308057129383,0.021608805283904076,Originals
0.9768521189689636,0.010122130624949932,0.002290822798386216,0.0009919079020619392,0.002974234288558364,0.002497469773516059,0.004271302837878466,Originals
0.9630767107009888,0.007871249690651894,0.0017710058018565178,0.001005641301162541,0.005730025935918093,0.005463376175612211,0.015082051046192646,Originals
0.9724289774894714,0.006416941527277231,0.0033877429086714983,0.0011745385127142072,0.002919838996604085,0.009469946846365929,0.0042021069675683975,Originals
0.9726427793502808,0.005515398923307657,0.0013944008387625217,0.002580436412245035,0.0020037335343658924,0.014200985431671143,0.0016623744741082191,Originals
0.9250455498695374,0.012918229214847088,0.0012609114637598395,0.0029850483406335115,0.029688864946365356,0.010050332173705101,0.018051069229841232,Originals
0.0020585162565112114,0.001396315055899322,0.0019989742431789637,0.0018988588126376271,0.0018427087925374508,0.001599493669345975,0.9892051219940186,Originals
0.977948784828186,0.010769101791083813,0.0019746122416108847,0.0008387885172851384,0.0019517774926498532,0.004160277079790831,0.0023565259762108326,Originals
0.9626615643501282,0.007238324265927076,0.0012136792065575719,0.00846806913614273,0.0023687344510108232,0.015133088454604149,0.002916518831625581,Originals
0.9012656807899475,0.004838569555431604,0.0017841060180217028,0.0024527646601200104,0.00365630304440856,0.07975612580776215,0.006246517412364483,Originals
0.5414115786552429,0.010611247271299362,0.4112316966056824,0.003263636725023389,0.00481976056471467,0.015402181074023247,0.013259961269795895,Originals
0.8327814936637878,0.006550732534378767,0.10991831868886948,0.0033212099224328995,0.00584748387336731,0.011771051213145256,0.02980954386293888,Originals
0.9754697680473328,0.009537880308926105,0.004260542336851358,0.0008080609841272235,0.0018684238893911242,0.004269384779036045,0.003785724053159356,Originals
0.6290361285209656,0.2828604280948639,0.006866574753075838,0.0013319862773641944,0.0616556853055954,0.0017022599931806326,0.016546953469514847,Originals
0.9526792764663696,0.008669686503708363,0.0012656028848141432,0.0030880600679665804,0.015788385644555092,0.008469810709357262,0.010039255023002625,Originals
0.005632733926177025,0.002162594348192215,0.0017175436951220036,0.001869075931608677,0.0016322912415489554,0.0013904230436310172,0.9855953454971313,Originals
0.9590997695922852,0.0050023761577904224,0.004906274378299713,0.0048241694457829,0.005918564740568399,0.012674794532358646,0.007574061397463083,Originals
0.21094202995300293,0.03812946751713753,0.0026891198940575123,0.0024939039722085,0.01204010471701622,0.0019985968247056007,0.7317067980766296,Originals
0.9625161290168762,0.0056246016174554825,0.0010163098340854049,0.0022129856515675783,0.002469497499987483,0.021670561283826828,0.004490053281188011,Originals
0.9626615643501282,0.007238324265927076,0.0012136792065575719,0.00846806913614273,0.0023687344510108232,0.015133088454604149,0.002916518831625581,Originals
0.04367949068546295,0.00160847301594913,0.005335364956408739,0.00505759147927165,0.0017827135743573308,0.9400954246520996,0.0024409496691077948,Originals
0.790228545665741,0.004700210876762867,0.0038195957895368338,0.006884447764605284,0.002024732530117035,0.18810483813285828,0.0042375787161290646,Originals
0.9702873826026917,0.008655332960188389,0.007769652642309666,0.0010677080135792494,0.004064233973622322,0.00529210502281785,0.0028635559137910604,Originals
0.9623402953147888,0.0263836607336998,0.0009564182837493718,0.0012447338085621595,0.004054351709783077,0.0020867646671831608,0.0029338316526263952,Originals
0.9702873826026917,0.008655332960188389,0.007769652642309666,0.0010677080135792494,0.004064233973622322,0.00529210502281785,0.0028635559137910604,Originals
0.9582448601722717,0.028889019042253494,0.0008589187636971474,0.002388871507719159,0.004080761224031448,0.004628312308341265,0.000909173337277025,Originals
0.9250455498695374,0.012918229214847088,0.0012609114637598395,0.0029850483406335115,0.029688864946365356,0.010050332173705101,0.018051069229841232,Originals
0.2621649503707886,0.02431056834757328,0.6962156295776367,0.0031184887047857046,0.0036859512329101562,0.007278189994394779,0.0032262327149510384,Originals
0.005632733926177025,0.002162594348192215,0.0017175436951220036,0.001869075931608677,0.0016322912415489554,0.0013904230436310172,0.9855953454971313,Originals
0.9676862359046936,0.013139468617737293,0.007977398112416267,0.0009830908384174109,0.0026840991340577602,0.004563338588923216,0.002966443309560418,Originals
0.0020585162565112114,0.001396315055899322,0.0019989742431789637,0.0018988588126376271,0.0018427087925374508,0.001599493669345975,0.9892051219940186,Originals
0.017043327912688255,0.0009633434237912297,0.0013791766250506043,0.017039768397808075,0.0015294450568035245,0.9606284499168396,0.0014165999600663781,Originals
0.9760790467262268,0.010582210496068,0.0024345049168914557,0.0009622984216548502,0.0031256561633199453,0.002434715162962675,0.0043815262615680695,Originals
0.07431376725435257,0.00349858938716352,0.9035863280296326,0.0024617305025458336,0.0030938447453081608,0.008671748451888561,0.004374043550342321,Originals
0.5414115786552429,0.010611247271299362,0.4112316966056824,0.003263636725023389,0.00481976056471467,0.015402181074023247,0.013259961269795895,Originals
0.9250455498695374,0.012918229214847088,0.0012609114637598395,0.0029850483406335115,0.029688864946365356,0.010050332173705101,0.018051069229841232,Originals
0.6262655854225159,0.35429009795188904,0.0008208982180804014,0.0018859233241528273,0.010756900534033775,0.001746718306094408,0.004233779851347208,Originals
0.969327986240387,0.021638667210936546,0.00124392902944237,0.0009366965387016535,0.0023005635011941195,0.0023295595310628414,0.0022226881701499224,Originals
0.954376220703125,0.009913942776620388,0.022347809746861458,0.0013361970195546746,0.0032318441662937403,0.005258836783468723,0.003535051830112934,Originals
0.3627590835094452,0.003324799705296755,0.008810246363282204,0.013223621994256973,0.0027062585577368736,0.6051958203315735,0.003980137407779694,Originals
0.9700797200202942,0.00773025956004858,0.0007997305365279317,0.0036808380391448736,0.0028001563623547554,0.009583504870533943,0.005325766280293465,Originals
0.975691020488739,0.005766582675278187,0.0012541747419163585,0.002412589732557535,0.0022720634005963802,0.008893202058970928,0.003710472723469138,Originals
0.9250455498695374,0.012918229214847088,0.0012609114637598395,0.0029850483406335115,0.029688864946365356,0.010050332173705101,0.018051069229841232,Originals
0.9250455498695374,0.012918229214847088,0.0012609114637598395,0.0029850483406335115,0.029688864946365356,0.010050332173705101,0.018051069229841232,Originals
0.9651398062705994,0.010056113824248314,0.002000850858166814,0.0011648408835753798,0.0025324381422251463,0.0163067989051342,0.0027991479728370905,Originals
0.9723686575889587,0.004953925032168627,0.0012396273668855429,0.0014371142024174333,0.003959987312555313,0.013854230754077435,0.002186562167480588,Originals
0.9768521189689636,0.010122130624949932,0.002290822798386216,0.0009919079020619392,0.002974234288558364,0.002497469773516059,0.004271302837878466,Originals
0.9702873826026917,0.008655332960188389,0.007769652642309666,0.0010677080135792494,0.004064233973622322,0.00529210502281785,0.0028635559137910604,Originals
0.7818489074707031,0.1523173749446869,0.001489158719778061,0.0013442006893455982,0.05798228830099106,0.0017268778756260872,0.0032913030590862036,Originals
0.9441619515419006,0.01685730367898941,0.000609055976383388,0.001562359626404941,0.030598532408475876,0.003400997957214713,0.0028098428156226873,Originals
0.9747134447097778,0.01358939427882433,0.00047780596651136875,0.0017253932310268283,0.003444444155320525,0.004214900080114603,0.0018347493605688214,Originals
0.940370500087738,0.005160191096365452,0.0079692667350173,0.0024719680659472942,0.0019303845474496484,0.03909812867641449,0.0029996056109666824,Originals
0.9598599672317505,0.006180069874972105,0.004875193350017071,0.0013475854648277164,0.002272926503792405,0.022858919575810432,0.002605433575809002,Originals
0.9768521189689636,0.010122130624949932,0.002290822798386216,0.0009919079020619392,0.002974234288558364,0.002497469773516059,0.004271302837878466,Originals
0.9473186731338501,0.027432238683104515,0.009741760790348053,0.0012586171505972743,0.0020967640448361635,0.002628244226798415,0.009523927234113216,Originals
0.18865443766117096,0.010333026759326458,0.0021161814220249653,0.7309186458587646,0.003754596458747983,0.061459980905056,0.002763172145932913,Originals
0.934016227722168,0.02530626393854618,0.0024604774080216885,0.014980838634073734,0.013683137483894825,0.007872477173805237,0.0016807329375296831,Originals
0.9567505717277527,0.00873138289898634,0.0007632733322679996,0.001133742043748498,0.01087992824614048,0.007546694949269295,0.0141945481300354,Originals
0.9774181246757507,0.011973452754318714,0.0016899296315386891,0.0009878479177132249,0.0019916133023798466,0.0045244148932397366,0.0014146794565021992,Originals
0.2621649503707886,0.02431056834757328,0.6962156295776367,0.0031184887047857046,0.0036859512329101562,0.007278189994394779,0.0032262327149510384,Originals
0.9675584435462952,0.014259249903261662,0.0009783899877220392,0.006257126573473215,0.0024348145816475153,0.006536776665598154,0.001975111663341522,Originals
