NEG,NEU,POS,Tag
0.929228663444519,0.06702514737844467,0.0037462220061570406,Parodies
0.9661051630973816,0.030519017949700356,0.0033757896162569523,Parodies
0.8946404457092285,0.10101553797721863,0.004343971144407988,Parodies
0.002878938103094697,0.7344335317611694,0.2626875340938568,Parodies
0.051302891224622726,0.9130151867866516,0.03568200394511223,Parodies
0.9683921337127686,0.02869519777595997,0.0029125912114977837,Parodies
0.9791966080665588,0.017735203728079796,0.0030682121869176626,Parodies
0.6177185773849487,0.3713266849517822,0.010954760015010834,Parodies
0.8813384771347046,0.11497630178928375,0.0036851803306490183,Parodies
0.8729826211929321,0.12309227883815765,0.003925163298845291,Parodies
0.18106259405612946,0.798996090888977,0.01994139328598976,Parodies
0.18356400728225708,0.802935004234314,0.013501003384590149,Parodies
0.9677637219429016,0.02949824184179306,0.002737957052886486,Parodies
0.21816861629486084,0.7616711258888245,0.020160187035799026,Parodies
0.0012626629322767258,0.06463558971881866,0.9341017007827759,Parodies
0.8003881573677063,0.193816676735878,0.005795148201286793,Parodies
0.6262814402580261,0.3652017116546631,0.008516890928149223,Parodies
0.017032930627465248,0.8551628589630127,0.127804234623909,Parodies
0.025688733905553818,0.75825035572052,0.21606089174747467,Parodies
0.006239606067538261,0.9341432452201843,0.059617117047309875,Parodies
0.8972484469413757,0.0964692234992981,0.006282327696681023,Parodies
0.27483275532722473,0.7162397503852844,0.008927533403038979,Parodies
0.47681301832199097,0.5053492784500122,0.017837679013609886,Parodies
0.002245101612061262,0.2253759503364563,0.7723789215087891,Parodies
0.058624476194381714,0.8871762156486511,0.054199252277612686,Parodies
0.30336371064186096,0.6392499208450317,0.05738645792007446,Parodies
0.19867077469825745,0.7758467793464661,0.025482408702373505,Parodies
0.09043411910533905,0.8562349081039429,0.0533309243619442,Parodies
0.9304594993591309,0.0662628561258316,0.0032776996959000826,Parodies
0.006773440167307854,0.6597719192504883,0.3334546983242035,Parodies
0.9734375476837158,0.0237136073410511,0.00284882471896708,Parodies
0.9203336238861084,0.0765969455242157,0.0030693879816681147,Parodies
0.061368055641651154,0.8885331749916077,0.05009867623448372,Parodies
0.46767327189445496,0.4979373514652252,0.034389421343803406,Parodies
0.9330365657806396,0.06391916424036026,0.00304429535754025,Parodies
0.026607461273670197,0.940993070602417,0.032399389892816544,Parodies
0.030563367530703545,0.8881298899650574,0.08130667358636856,Parodies
0.004975353367626667,0.38866400718688965,0.6063606142997742,Parodies
0.1361495852470398,0.7575727701187134,0.10627767443656921,Parodies
0.014533416368067265,0.8308796286582947,0.15458698570728302,Parodies
0.9633339643478394,0.03388325124979019,0.0027827550657093525,Parodies
0.04241824522614479,0.9242867231369019,0.033295031636953354,Parodies
0.8961231708526611,0.09997410327196121,0.003902803175151348,Parodies
0.048830218613147736,0.9048117399215698,0.0463581420481205,Parodies
0.08949383348226547,0.8963344693183899,0.014171667397022247,Parodies
0.047385625541210175,0.8259807229042053,0.12663370370864868,Parodies
0.9759278297424316,0.021205764263868332,0.0028664106503129005,Parodies
0.8996225595474243,0.09657520800828934,0.003802218474447727,Parodies
0.16444431245326996,0.8251999616622925,0.010355725884437561,Parodies
0.9507797360420227,0.04606340080499649,0.0031567697878926992,Parodies
0.921290934085846,0.07540138810873032,0.003307733219116926,Parodies
0.025353586301207542,0.7919260859489441,0.18272031843662262,Parodies
0.48757484555244446,0.5014330148696899,0.010992097668349743,Parodies
0.44459477066993713,0.5434614419937134,0.01194376964122057,Parodies
0.6170082092285156,0.3750664293766022,0.007925348356366158,Parodies
0.004816368222236633,0.9060949683189392,0.08908867835998535,Parodies
0.9690400958061218,0.028111666440963745,0.0028482035268098116,Parodies
0.9200087189674377,0.07566603273153305,0.004325303249061108,Parodies
0.9312965273857117,0.0631241574883461,0.005579288583248854,Parodies
0.3016893267631531,0.683677077293396,0.014633490703999996,Parodies
0.8722929954528809,0.1237071231007576,0.003999853506684303,Parodies
0.7002796530723572,0.2946561872959137,0.005064151715487242,Parodies
0.9689376950263977,0.028206057846546173,0.002856261096894741,Parodies
0.8654764294624329,0.13099485635757446,0.003528765169903636,Parodies
0.012226637452840805,0.9417873024940491,0.04598601534962654,Parodies
0.7700592279434204,0.22315987944602966,0.0067808134481310844,Parodies
0.0974252000451088,0.854885458946228,0.047689296305179596,Parodies
0.9827033281326294,0.013883430510759354,0.003413168014958501,Parodies
0.15626920759677887,0.8290187120437622,0.01471215020865202,Parodies
0.4392143487930298,0.5497008562088013,0.011084796860814095,Parodies
0.9402365684509277,0.056129954755306244,0.0036334453616291285,Parodies
0.8520907759666443,0.14298893511295319,0.004920286126434803,Parodies
0.9696739912033081,0.027300484478473663,0.003025548765435815,Parodies
0.9657039642333984,0.031462229788303375,0.0028338716365396976,Parodies
0.8006948828697205,0.19481520354747772,0.004489927552640438,Parodies
0.23746119439601898,0.7265326380729675,0.036006245762109756,Parodies
0.9342503547668457,0.06287927180528641,0.002870428841561079,Parodies
0.34144189953804016,0.6240758299827576,0.03448225557804108,Parodies
0.12758497893810272,0.762134313583374,0.11028071492910385,Parodies
